date,city,state,category_de,description_de,source,page_nr,year
23.11.2020,Blankenburg,Sachsen-Anhalt,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
",1,2020
22.11.2020,Nörvenich,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
",1,2020
13.11.2020,Hamburg,Hamburg,Verdachtsfall,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt, diesen Vorfall jedoch nicht als “politisch motivierte Kriminalität – rechts” einordnet, weshalb wir ihn hier vorerst als Verdachtsfall aufführen.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	 
",1,2020
11.11.2020,Speyer ,Rheinland-Pfalz,Tätlicher Übergriff/Körperverletzung,"Unbekannte haben innerhalb von zwei Wochen in den Abendstunden mehrfach aus einem fahrenden Auto heraus Eier auf Passanten geworfen und dabei zwei Asylsuchende verletzt. Die meisten Geschädigten, die teils getroffen, aber nicht verletzt wurden, waren Asylsuchende, in einem Fall wurde laut Polizei auch ein Deutscher getroffen. Die Angriffe hätten sich in unterschiedlicher Entfernung zu einer Asylunterkunft ereignet: teils in einem Abstand bis zu zwei Kilometern, teils in unmittelbarer Nähe zu der Asylunterkunft, so ein Polizeisprecher.
","Quelle: Die-Neue-WelleRheinpfalz
",1,2020
10.11.2020,Apolda,Thüringen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	   
",1,2020
08.11.2020,Sprockhövel,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Störung des öffentlichen Friedens durch Androhung von Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	 
",1,2020
08.11.2020,Villenbach,Bayern,Verdachtsfall,"Am Nachmittag entdeckte ein Anwohner einen brennenden Müllsack vor dem Eingangsbereich eines von Geflüchteten bewohnten Mehrfamilienhauses, in dem derzeit laut Polizei ""knapp 20 Personen"" leben. Der Zeuge, der die Feuerwehr verständigte, konnte den Brand selbst löschen. Bereits am Vortag hatte vor demselben Gebäude ein Müllsack gebrannt. Die Polizei geht in beiden Fällen von vorsätzlicher Brandstiftung aus.
 
 
","Quelle: Stadtzeitung
",1,2020
07.11.2020,Villenbach,Bayern,Verdachtsfall,"Am Abend entdeckte ein Anwohner einen brennenden Müllsack vor dem Eingangsbereich eines von Geflüchteten bewohnten Mehrfamilienhauses, in dem derzeit laut Polizei ""knapp 20 Personen"" leben. Der Zeuge, der die Feuerwehr verständigte, konnte den Brand noch vor Ankunft der Rettungskräfte selbst löschen. Die Polizei geht von vorsätzlicher Brandstiftung aus.
 
","Quelle: Stadtzeitung
",1,2020
04.11.2020,Speyer,Rheinland-Pfalz,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang, etwa die Zahl der Verletzten oder die schwere der Verletzungen, gehen aus der Antwort nicht hervor. Wir werden versuchen, in diesem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung bringen.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	 
",1,2020
02.11.2020,Friedrichshafen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)
	 
",1,2020
22.10.2020,Speyer,Rheinland-Pfalz,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang, etwa die Zahl der Verletzten oder die schwere der Verletzungen, gehen aus der Antwort nicht hervor. Wir werden versuchen, in diesem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung bringen.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
",2,2020
22.10.2020,Mülheim,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	 
",2,2020
18.10.2020,Hamburg,Hamburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)
	 
",2,2020
18.10.2020,"Laim, München",Bayern,Sonstige Angriffe,"Am Nachmittag beleidigten zwei Unbekannte einen Bewohner und einen Mitarbeiter einer Asylunterkunft vor dem Gebäude und flohen dann. Beide sollen zwischen 45 und 50 Jahre alt sein. Einer trug Brille und eine Mütze mit FC-Bayern-Logo. Er hatte einen Hammer und eine Bierflasche dabei.
","Quelle: Süddeutsche Zeitung
",2,2020
08.10.2020,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gemeinschädlicher Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	 
",2,2020
07.10.2020,Goch,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
",2,2020
02.10.2020,Weimar,Thüringen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)
	 
",2,2020
23.09.2020,Heidenau,Sachsen,Tätlicher Übergriff/Körperverletzung,"Drei Männer griffen am Morgen auf offener Straße eine 23-jährige Geflüchtete aus Afghanistan an. Zunächst sollen sie die Geschädigte laut Polizei geschubst und rassistisch beleidigt haben. Dann schlugen sie die Frau und rissen ihr das Kopftuch herunter. Die Frau wurde leicht verletzt. Zwei der Tatverdächtigen sollen Gesichtstattoos haben.
","Quelle: Dresdner Neueste Nachrichten
",2,2020
19.09.2020,Steinberg,Schleswig-Holstein,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang, etwa die Zahl der Verletzten oder die schwere der Verletzungen, gehen aus der Antwort nicht hervor. Wir werden versuchen, in diesem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung bringen.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
",2,2020
18.09.2020,Hannover,Niedersachsen,Verdachtsfall,"Unbekannte haben am Abend mit lila Farbe drei Hakenkreuze auf eine ehemalige Asylunterkunft geschmiert. Wir führen den Vorfall hier voerst als Verdachtsfall auf, da unklar ist, ob der oder die Täter*innen das Gebäude anderthalb Jahre nach der Belegung mit Geflüchteten gezielt aus flüchtlingsfeindlichen Motiven als Tatziel ausgewählt haben.
","Quelle: Polizeidirektion Hannover
",2,2020
17.09.2020,Breitungen,Thüringen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Beleidigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
  
",3,2020
16.09.2020,Neubrandenburg,Mecklenburg-Vorpommern,Verdachtsfall,"Unbekannte haben einen Schweinekopf auf die Terrasse des Gartenhäuschens eines syrischen Staatsangehörigen geworfen. Wir führen den Vorfall hier voerst als Verdachtsfall, da nicht klar ist, ob das Motiv antimuslimischer Rassismus ist oder ob es sich um einen gezielten Übergriff auf Geflüchtete handelt.
","Quelle: Schweriner Volkszeitung
",3,2020
15.09.2020,München,Bayern,Tätlicher Übergriff/Körperverletzung,"Zwei Männer haben einen 21-Jährigen aus Tunesien in einem U-Bahnhof angegriffen. Einer der beiden Angrifer soll den Geschädigten zunächst von einer Sitzbank gedrängt und dabei rassistisch beleidigt haben. Bevor die beiden Angreifer in die U-Bahn stiegen, soll einer von ihnen den Geschädigten mit der Faust ins Gesicht geschlagen haben. Der Angriff eriegnete sich laut Medienbericht ""bereits Mitte September"" (das offenbar rassistische Tatmotiv stellte sich laut Polizei erst später heraus), weshalb wir als Datum hier den 15.09. angegeben haben, bis das konkrete/tatsächliche Datum von Seiten der Polizei bestätigt wird.
","Quelle: Nordbayerischer Kurier
",3,2020
14.09.2020,Chemnitz,Sachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge. 
","Quelle: Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)  
	 
",3,2020
31.08.2020,Prenzlau,Brandenburg,Tätlicher Übergriff/Körperverletzung,"In einem Wohngebiet nahe der Unterkunft für Geflüchtete beleidigt ein 23-Jähriger Mann einen 13-jährigen Teenager mit Staatsangehörigkeit der russischen Föderation rassistisch und greift ihn auch körperlich an.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
","Quelle: OpferperspektiveAntwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020)
 
",3,2020
22.08.2020,Göppingen,Baden-Württemberg,Brandanschlag,"Ein unbekannter Mann soll am frühen Morgen versucht haben, eine Asylunterkunft in der Pappelallee anzuzünden. Laut Pressemitteilung von Polizei und Staatsanwaltschaft bemerkte eine Bewohnerin gegen 5.30 Uhr den Unbekannten am offenen Fenster ihres Zimmer. Laut dem Bericht drückte der mutmaßliche Brandstifter offenbar zunächst das Fliegengitter ein und zündete es zusammen mit dem Vorhang an. Die Frau ging zum Fenster und löschte die Flammen mit der Hand – dabei verletzte sie sich leicht. Der Täter flüchtete. Der Mann soll eine Glatze haben und zur Tatzeit ein weißes T-Shirt getragen haben.
","Quelle: Stuttgarter Zeitung
 Antwort auf eine Kleine Anfrage im Bundestag (Drucksache 19/27020) 
 
",3,2020
