date,city,state,category_de,description_de,source,year
2015-12-29,Geislingen an der Steige,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-29,Halle (Saale),Sachsen-Anhalt,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-29,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Störung des öffentlichen Friedens durch Androhung von Straftaten ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-29,Neualbenreuth,Bayern,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-28,Gräfenhainichen,Sachsen-Anhalt,Sonstige Angriffe,Unbekannte haben vier Scheiben einer geplanten Asylunterkunft mit Steinen eingeworfen. Bereits wenige Tage zuvor war das Gebäude von Unbekannten unter Wasser gesetzt worden.,"http://www.mz-web.de/wittenberg-graefenhainichen/anschlag-auf-fluechtlingsunterkunft-scheiben-an-schleifer-gebaeude-eingeworfen,20641128,33010424.html",2015
2015-12-28,Waghäusel,Baden-Württemberg,Sonstige Angriffe,"Zwei Unbekannte haben in der Nacht zwei Asylbewerber aus dem Kosovo vor einer Gemeinschaftsunterkunft mit einer Machinenpistole bedroht. Die Täter hätten sich in der Nacht vor der Unterkunft an Fahrrädern zu schaffen gemacht. Als sie von den beiden 20 und 21 Jahre alten Kosovaren darauf angesprochen wurden, hätte einer der Unbekannten mit einer Maschinenpistole gedroht.","http://www.rnz.de/politik/suedwest/polizeibericht-suedwest_artikel,-Waghaeusel-Unbekannte-bedrohen-Asylbewerber-mit-Maschinenpistole-_arid,157887.html",2015
2015-12-28,Döbeln,Sachsen,Kundgebung/Demo,"Erneut hat der NPD-Ortsverband Döbeln eine rassistische Kundgebung veranstaltet. Zu der Demonstration ""gegen Überfremdung und Asylmissbrauch"" kamen etwa 250 Personen.",http://www.sz-online.de/nachrichten/lautstarker-protest-3284471.html,2015
2015-12-28,Cottbus,Brandenburg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-28,Marktoberdorf,Bayern,Brandanschlag,Ein Passant entdeckte am Morgen Brandspuren an der Fassade und der Tür einer noch nicht bezogenen Asylunterkunft. Die Polizei geht von Brandstiftung aus.,http://www.br.de/nachrichten/schwaben/inhalt/feuer-brandanschlag-fluechtlinge-marktoberdorf-100.html,2015
2015-12-27,Guben,Brandenburg,Sonstige Angriffe,"Unbekannte haben am Morgen Wohnungen attackiert, in denen Asylsuchende wohnen. Die Täter warfen zunächst Fahrradständer in eine Haustür und schlugen eine Scheibe ein. Dabei skandierten sie rassistische Parolen. Kurze Zeit später warfen Unbekannte in einer Nachbarstraße eine Fensterscheibe mit Steinen ein. Auch dort wohnen Asylsuchende.",https://www.rbb-online.de/politik/thema/fluechtlinge/brandenburg/2015/12/angriff-auf-wohnung-asylbewerber-guben.html,2015
2015-12-27,Schwetzingen,Baden-Württemberg,Sonstige Angriffe,"Unbekannte haben ein Haus unter Wasser gesetzt, das als mögliche Unterkunft von Geflüchteten im Gespräch war. Der oder die Täter hatten an einem Wasserbecken den Abfluss verstopft und den Wasserhahn aufgedreht. Nach einem Beschluss des Gemeinderates sollten mit dem Hausbesitzer Verhandlungen zur Erweiterung des städtischen Wohnungsbestands geführt werden, auch um Wohnungen für die anstehende Unterbringung von Flüchtlingen zu schaffen.",http://www.presseportal.de/blaulicht/pm/14915/3211876,2015
2015-12-27,Guben,Brandenburg,Sonstige Angriffe,"Unbekannte haben am Morgen Wohnungen attackiert, in denen Asylsuchende wohnen. Nachdem die Täter zunächst Fahrradständer in eine Haustür geworfen und eine Scheibe eingeschlagen hatten, warfen sie kurze Zeit später in einer Nachbarstraße eine Fensterscheibe mit Steinen ein. Auch dort wohnen Asylsuchende.",https://www.rbb-online.de/politik/thema/fluechtlinge/brandenburg/2015/12/angriff-auf-wohnung-asylbewerber-guben.html,2015
2015-12-27,Zweibrücken,Rheinland-Pfalz,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-27,Hannover,Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-27,Simbach,Bayern,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-26,Cottbus,Brandenburg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-26,"Stetzsch, Dresden",Sachsen,Sonstige Angriffe,Mit einem vermutlich illegalen Feuerwerkskörper haben am frühen Morgen Unbekannte mehrere Scheiben an der Eingangstür einer Asylunterkunft im Stadtteil Stetzsch gesprengt. Von den derzeit 41 im Haus untergebrachten Menschen wurde niemand verletzt.,https://www.addn.me/nazis/boellerangriff-auf-asylunterkunft-in-stetzsch/,2015
2015-12-26,Hochheim,Hessen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-26,Landsberg,Bayern,Sonstige Angriffe,"Unbekannte haben ein brennendes Holzkreuz vor einer Turnhallte abgestellt, in der Asylsuchende untergebracht sind.",http://www.augsburger-allgemeine.de/landsberg/Asylunterkunft-Holzkreuz-aufgestellt-und-angezuendet-id36440642.html,2015
2015-12-26,Voerde,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-26,Schlettau,Sachsen,Brandanschlag,"Unbekannte haben am frühen Samstagmorgen auf die Flüchtlingsunterkunft im Ortsteil Dörfel einen Brandanschlag verübt. Gegen 4.20 Uhr hörten zwei Sicherheitsbeamten im Gebäude einen dumpfen Knall. Unmittelbar danach sahen sie einen abfahrenden Seat mit vier Insassen. Im Gebäude entdeckte der zerbrochene Fensterscheiben und zwei Molotow-Cocktails. Einer der Molotow-Cocktails hatte bereits einen Teppich entzündet, sodass der Brand mit einem Feuerlöscher von einem der Sicherheitskräfte gelöscht werden musste.
 
Update: Vier Tatverdächtige (zwei Männer und zwei Frauen) haben sich acht Monate nach dem Brandanschlag dem Operativen Abwehrzentrum in Leipzig gestellt.","http://www.freiepresse.de/LOKALES/ERZGEBIRGE/ANNABERG/Brandanschlag-auf-Fluechtlingsunterkunft-in-Doerfel-artikel9392837.php
http://www.lvz.de/Mitteldeutschland/News/Vierkoepfige-Gruppe-gesteht-Brandanschlag-auf-Asylheim-im-Erzgebirge",2015
2015-12-25,Friesoythe,Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-25,Kempten,Bayern,Tätlicher Übergriff/Körperverletzung,"Zwei Unbekannte sprachen am frühen Morgen einen aus Marokko stammenden Asylsuchenden an und fragen ihn nach seiner Herkunft. Als der Mann antwortete, schlugen die Täter auf ihn ein, einer der beiden verletzt ihn zudem mit einem Messer am rechten Zeigefinger. Dann flüchten die Täter vom Tatort.",https://www.aida-archiv.de/index.php/chronik/5277-25-dezember-2015,2015
2015-12-25,"Spandau, Berlin",Berlin,Sonstige Angriffe,"Gegen 3:15 Uhr alarmierte ein Sicherheitsmitarbeiter einer Asylunterkunft die Polizei. Er teilte mit, dass sich ein unbekannter Mann bei ihm erkundigt hatte, ob es sich bei dem Gebäude um eine Asylunterkunft handele ""und er hier eine Bombe legen könne."" Der Sichheitsmitarbeiter schickte den Mann weg. Daraufin griff der Unbekannte den Sicherheitsmitarbeiter an.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.428321.php,2015
2015-12-25,Schwäbisch-Gmünd,Baden-Württemberg,Brandanschlag,"Am Freitag brannte ein Gebäude, das im Frühjahr als Asylunterkunft eingeweiht werden sollte. Die Polizei geht „mit hoher Wahrscheinlichkeit“ davon aus, dass das Feuer gelegt wurde.",http://www.stuttgarter-zeitung.de/inhalt.fluechtlingsunterkunft-in-schwaebisch-gmuend-brandanschlag-ganz-feige-tat.5fab2d88-7eb1-4a91-a52d-df79d4220a98.html,2015
2015-12-25,Hamburg,Hamburg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-24,Dortmund,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-24,Sebnitz,Sachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-24,Heeslingen,Niedersachsen,Sonstige Angriffe,"Unbekannte warfen ""um Weihnachten herum"" Eier auf eine Asylunterkunft, berichtet ein Polizeisprecher gegenüber dem Weserkurier.","http://www.weser-kurier.de/region_artikel,-Rotenburg-Fluechtlinge-bleiben-unbewacht-_arid,1294378.html",2015
2015-12-23,Dresden-Reick,Sachsen,Tätlicher Übergriff/Körperverletzung,Gegen 21:30 Uhr wurde ein 19-jähriger Asylsuchender aus Somalia beim Aussteigen aus einer Bahn der Linie 9 in Höhe des Otto-Dix-Ring 61 von zwei Unbekannten rassistisch beleidigt und mit einem Messer attackiert. Der Geschädigte wurde dabei an der Hand verletzt. Das Operative Abwehrzentrum der Polizei ermittelt wegen gefährlicher Körperverletzung und sucht nach Zeugen des Angriffs.,http://www.dnn.de/Dresden/Polizeiticker/Polizeiticker-Dresden/Angriff-auf-Fluechtling-in-Dresden-Reick-Polizei-sucht-Zeugen,2015
2015-12-23,Halberstadt,Sachsen-Anhalt,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-23,Duisburg,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen  Vergehen gegen das Sprengstoffgesetz an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-22,"Altglienicke, Berlin",Berlin,Sonstige Angriffe,"Unbekannte Täter schmierten an die Hauswand einer Asylunterkunft einen Schriftzug, den die Polizei dem Bereich ""politisch motivierte Kriminalität - rechts"" zuordnet. Allerdings veröffentlichten die Ermittler zu dem Vorfall keine Pressemitteilung.",http://www.hakan-tas.de/uploads/media/S17-17661.pdf,2015
2015-12-22,Grünstadt,Rheinland-Pfalz,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-22,Schorndorf,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Beleidigung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-22,Poing,Bayern,Sonstige Angriffe,"In der unmittelbaren Umgebung einer Turnhalle, in der zurzeit Asylsuchende untergebracht sind, haben Unbekannte ein Hakenkreuz und die Drohung ""Go Home"" an eine Wand gesprüht. Zusätzlich werden Flugblätter mit rechten Parolen im Pausenhof ausgelegt.",https://www.aida-archiv.de/index.php/chronik/5274-22-dezember-2015,2015
2015-12-22,"Hohenschönhausen, Berlin",Berlin,Kundgebung/Demo,Die Lichtenberger NPD führte um 18:00 Uhr in der Zingster Straße Ecke Ribnitzer Straße eine Kundgebung gegen die Unterbringung von Geflüchteten in der Turnhalle eines nahegelenen Oberstufenzentrums durch. An der Kundgebung nahmen weniger als 20 Personen teil.,http://www.berliner-register.de/vorfall/lichtenberg-hohensch%C3%B6nhausen/npd-kundgebung-hohensch%C3%B6nhausen/3592,2015
2015-12-21,Haunsheim,Bayern,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-21,Wittenberg,Sachsen-Anhalt,Sonstige Angriffe,Auf die geplante Unterkunft für Geflüchtete in der ehemaligen Karl-Marx-Schule in Wittenberg-West wurde ein Buttersäureanschlag verübt. Eine politische Motivation wird laut Polizei nicht ausgeschlossen. Bereits am vergangenen Donnerstag hatten Unbekannte einen Anschlag auf eine geplante Unterkunft in nahe gelegenen Gräfenhainichen verübt und das Gebäude unter Wasser gesetzt.,"http://www.mz-web.de/wittenberg-graefenhainichen/fluechtlingsunterkunft-in-wittenberg-west-buttersaeure-anschlag-auf-ehemalige-karl-marx-schule,20641128,32971124.html",2015
2015-12-20,Guben,Brandenburg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer zweiten Sprengstoffexplosion an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet. Erst in der Nacht zuvor hatte es in Guben eine zweite Sprengstoffexplosion gegeben.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-20,Großbreitenbach,Thüringen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-20,Petershagen,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Nötigung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-20,Potsdam,Brandenburg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-12-20,Tutow,Mecklenburg-Vorpommern,Brandanschlag,"Am frühen Morgen ist im Keller eines Hauses, in welchem Asylsuchende leben, Feuer ausgebrochen. Der Schaden beträht 15.000€. Verletzt wurde niemand. Die Polizei geht von politisch motivierter Brandstiftung aus.",http://www.nordkurier.de/mecklenburg-vorpommern/braende-in-wohnhaeusern-mit-asylbewerbern-2019493512.html,2015
2015-12-20,"Leubnitz-Neuostra, Dresden",Sachsen,Kundgebung/Demo,"Am Abend kam es in Leubnitz-Neuostra zu zwei Demonstrationen. Eine gegen eine geplante Unterbringung von Asylsuchenden und eine gegen die rechte Demonstration. Ein polizeibekannter Teilnehmer der asylfeindlichen Demo warf eine brennende Kerze auf eine Gegendemonstrantin, die heißes Wachs ins Gesicht bekam.",http://www.radiozwickau.de/nachrichten/lokalnachrichten/spontan-demos-wegen-fluechtlingsheim-in-leubnitz-neuostra-1188499/,2015
2015-12-19,Altenkirchen,Mecklenburg-Vorpommern,Brandanschlag,In Altenkirchen auf Rügen wurden Samstagabend mehrere Müllsäcke vor einer Asylunterkunft in Brand gesteckt. Wenig später griff das Feuer auf die Fassade der Unterkunft über. Die 28 BewohnerInnen der Unterkunft konnten unverletzt aus dem Gebäude fliehen. Es entstand ein Sachschaden von 4000€. Die Polizei ermittelt wegen politisch motivierter Brandstiftung.,"http://www.donaukurier.de/nachrichten/topnews/Deutschland-Fluechtlinge-Braende-Kriminalitaet-Offenbar-Feuer-in-Fluechtlingsunterkunft-in-Lingen-gelegt;art154776,3160628",2015
2015-12-19,Lingen,Niedersachsen,Brandanschlag,"Unbekannte haben an einer Turnhalle, die als Notunterkunft für Asylsuchende genutzt wird, Feuer gelegt. Der Betreiber des Cateringservices hatte gegen 6.25 Uhr mehrere brennende Pappkartons entdeckt, die dort abgestellt waren. Die Polizei geht von Brandstiftung aus.",http://www.gn-online.de/Nachrichten/Brandstiftung-bei-Notunterkunft-in-Lingen-135204.html,2015
2015-12-19,Godendorf,Mecklenburg-Vorpommern,Brandanschlag,"Unbekannte verübten gegen 3 Uhr einen Brandanschlag auf eine dezentrale Unterkunft für Geflüchtete in Godendorf. Die Täter warfen einen Molotowcocktail in Richtung des Hauses, welcher an einem Baum vor dem Gebäude zerschellte. Die Polizei hat die Ermittlungen wegen versuchter Brandstiftung aufgenommen.",http://www.presseportal.de/blaulicht/pm/108747/3208141,2015
