date,city,state,category_de,description_de,source,year
2016-12-30,Kiel,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Nötigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-30,Eisenach,Thüringen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Beleidigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-30,Bochum,Nordrhein-Westfalen,Brandanschlag,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Brandstiftung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-29,Langenhagen,Niedersachsen,Sonstige Angriffe,"Unbekannte besprühten eine Asylunterkunft mit der Parole ""Deutsch Nantional"" (Fehler im Original) sowie den Codes ""18"" (für Adolf Hitler) und ""88"" (Heil Hitler).",http://www.haz.de/Hannover/Aus-der-Region/Langenhagen/Nachrichten/Unbekannte-beschmieren-Asylbewerberunterkunft,2016
2016-12-29,Leipzig,Sachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-29,Barth,Mecklenburg-Vorpommern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-29,Guben,Brandenburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-29,Prenzlau,Brandenburg,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-29,Senftenberg,Brandenburg,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-29,Nordhausen,Thüringen,Sonstige Angriffe,"Ein unbekannter Mann bedrohte die Bewohner*innen einer Asylunterkunft zunächst verbal, dann klopfte er so heftig gegen die Eingangstür, dass sie dabei beschädigt wurde. Später schlug er mit einer Holzlatte ein Kellerfester ein. Der Täter konnte unerkannt entkommen.",http://www.thueringen24.de/thueringen/article209113653/Angriff-auf-Fluechtlingsheim-in-Nordhausen.html,2016
2016-12-29,Bernau,Brandenburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-29,"Lendersdorf, Düren",Nordrhein-Westfalen,Sonstige Angriffe,"Unbekannte haben im Ortsteil Lendersdorf am Bauzaun einer geplanten Asylunterkunft ein Banner mit der Aufschrift ""DN-Lendersdorf hasst Euch, Scheiss-Refugees"" angebracht. Außerdem verwendeten der oder die Verfasser*innen verbotetene SS-Runen. Ein Spaziergänger, der das Banner entdeckt hatte, rief die Polizei. Als die Polizei eintraf, war das Banner bereits entfernt worden. Unklar blieb, wer es entfernte.",http://www.aachener-zeitung.de/lokales/dueren/auslaenderfeindliche-parolen-in-lendersdorf-staatsschutz-ermittelt-1.1515214,2016
2016-12-28,Renningen,Baden-Württemberg,Sonstige Angriffe,"Unbekannte haben in der Nacht eine Asylunterkunft mit rechten Parolen beschmiert, darunter mit dem Ausruf ""Rauss hier"" (sic) und mehreren Hakenkreuzen. Als der Sicherheitsdienst gegen 3Uhr zwei Tatverdächtige bemerkte, griffen diese die Sicherheitsdienstmitarbeiter an, indem sie brennende Feuerwerkskörper in ihre Richtung warfen, die dann auch explodierten. Das Sicherheitspersonal zog sich daraufhin für kurze Zeit in das Gebäude zurück. Als die Wachmänner wieder ins Freie traten, sahen sie, wie die Tatverdächtigen flüchteten. Auf ihrer Flucht hinterließen sie weitere Schmierereien bis hinein in die Ortsmitte auf Mauern, Hausfassaden und Sichtschutzwänden.
 
Update: Die Polizei nahm drei Jugendliche im Alter von 16 und 17 Jahren als Tatverdächtige fest. Zwei von ihnen sollen laut Polizei geständig sein. Sie seien demnach bei der Tat betrunken gewesen. Allerdings bestreiten sie, dass die Tat rechts motiviert gewesen sei.","http://www.leonberger-kreiszeitung.de/inhalt.renningen-hakenkreuze-nicht-nur-an-fluechtlingsunterkunft-gesprueht.6857832d-3ec9-4061-83f2-ce5b3ced1802.html?utm_source=dlvr.it&utm_medium=twitter
http://www.swr.de/landesschau-aktuell/bw/polizei-klaert-angriff-auf-asylunterkunft-in-renningen-auf-jugendliche-spruehten-wohl-hakenkreuze/-/id=1622/did=18795560/nid=1622/ii488q/",2016
2016-12-28,Verden,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-28,Ostenfeld,Schleswig-Holstein,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-27,Lüneburg,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-27,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion in zwei Fällen wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-27,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion in zwei Fällen wegen Sachbeschädigung ermittelt, einen dieser Fälle jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-27,"Konradshöhe, Berlin",Berlin,Sonstige Angriffe,"Laut Antwort des Berliner Senats auf eine Kleine Anfrage liegt folgender Sachverhalt vor: ""Unbekannte Täter schrieben auf die Fahrbahn  in der Nähe einer Flüchtlingsunterkunft einen  fremdenfeindlichen Schriftzug."" Den Angaben zufolge ordnen die Ermittler den Vorfall als Sachbeschädigung dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zu.",http://www.hakan-tas.de/uploads/media/S18-10313.pdf,2016
2016-12-27,Neuss,Nordrhein-Westfalen,Verdachtsfall,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt, diesen Fall jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-27,Krün,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http:// http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-27,Traunstein,Bayern,Verdachtsfall,"Am Abend betrat ein 40-Jähriger eine Asylunterkunft. Im Eingangsbereich bedrohte er vier Personen mit einer Pistiole und forderte von ihnen Wertgegenstände und Bargeld. Die Bedrohten können den Mann überwältigen und rufen die Polizei. Die Polizei stellt fest, dass es sich bei der Waffe um eine Schreckschusspistole handelt.",https://www.aida-archiv.de/index.php/chronik/6286-27-dezember-2016,2016
2016-12-27,"Alterlangen, Erlangen",Bayern,Sonstige Angriffe,"Unbekannte haben ein Stromverteilerhäuschen in der Nähe einer Asylunterkunft mit dem Spruch ""Volk wach auf - Asylanten raus!"" besprüht. Laut Polizei hatten Unbekannte bereits zuvor an einer anderen Stelle in der Nähe der Unterkunft einen ""ähnlichen Wortlaut mit politischem Bezug"" hinterlassen.",http://www.nordbayern.de/region/erlangen/erlangen-schmierereien-nahe-einer-fluchtlingsunterkunft-1.5714213,2016
2016-12-26,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http:// http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-26,Halbe,Brandenburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-26,Hohenfels,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-26,Rhauderfehn,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-26,Halle an der Saale,Sachsen-Anhalt,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-25,Sankt Augustin,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-25,Oberviechtach,Bayern,Sonstige Angriffe,Gegen 5 Uhr morgens tauchten mehrere Personen vor einer Asylunterkunft auf. Sie warfen Steine auf die Fenster des Gebäudes. Mehrere Scheiben wurden beschädigt. Anschließend rannten die Täter davon.,https://www.aida-archiv.de/index.php/chronik/6236-25-dezember-2016,2016
2016-12-24,Altötting,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http:// http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-24,Haldensleben,Sachsen-Anhalt,Brandanschlag,"Unbekannte haben in der Nacht einen Brandsatz in den Waschraum einer Asylunterkunft geworfen. Die Flammen erloschen von selbst, richteten jedoch einen Rußschaden an. Der Sachschaden beläuft sich auf etwa 1000 Euro. Verletzt wurde niemand. Ein Zeuge hat laut Polizei bis zu vier dunkel gekleidete Personen beobachtet, die als Tatverdächtige in Frage kommen. Die Polizei konnte unmittelbar nach der Tat keine Tatverdächtigen festnehmen.",https://www.welt.de/regionales/sachsen-anhalt/article160581219/Brandsatz-in-Fluechtlingsunterkunft-geworfen.html,2016
2016-12-24,Bad Gottleuba,Sachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-23,Neubrandenburg,Mecklenburg-Vorpommern,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Tostedt,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Neustetten,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-22,Oldenburg,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http:// http://dipbt.bundestag.de/dip21/btd/18/122/1812263.pdf,2016
2016-12-22,Hainburg,Hessen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Poppenricht,Bayern,Verdachtsfall,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Beleidigung ermittelt, diesen Fall jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Vilshofen,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Norderstedt,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion in zwei Fällen wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Oldenburg,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Köln,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Magdeburg,Sachsen-Anhalt,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Beleidigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Bedrohung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Sandhausen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher Aufforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Neustetten,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-22,Norderstedt,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion in zwei Fällen wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-21,Sehma,Sachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
2016-12-21,Chemnitz,Sachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf,2016
